city_name,magnitude_of_delay,delay_in_seconds,affected_roads,record_date,luminosity,avg_temperature,avg_atm_pressure,avg_humidity,avg_wind_speed,avg_precipitation,avg_rain,incidents
Guimaraes,MAJOR,12506,"N101,N101,N206,R206,N206,N101,N105,N206,N309,N101,N101,N101,N101,N101,N105,N206,N101,N101,N101,N101,N101,N206,R206,N101,N101,N101,N206,R206,N105,N101,N101,N101,N105,N105,N101,N101",2021-12-17 18:00,DARK,11.0,1025.0,62.0,2.0,0.0,Sem Chuva,Very_High
Guimaraes,UNDEFINED,84,"N101,N101,N101,N105,N101,N101",2021-10-31 03:00,DARK,17.0,1007.0,93.0,0.0,0.0,Sem Chuva,Low
Guimaraes,UNDEFINED,0,",",2021-01-21 03:00,DARK,10.0,1011.0,91.0,0.0,0.0,Sem Chuva,Low
Guimaraes,UNDEFINED,0,",",2021-12-26 20:00,DARK,13.0,1008.0,94.0,0.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,210,"N101,N101,N101,N101,N101,N105,N101,",2021-05-12 13:00,LIGHT,14.0,1021.0,77.0,5.0,0.0,Sem Chuva,Very_High
Guimaraes,UNDEFINED,160,"N101,N101,N101,N101,N101",2021-11-01 17:00,LOW_LIGHT,13.0,1016.0,79.0,3.0,0.0,Sem Chuva,Low
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-07-12 05:00,DARK,13.0,1019.0,84.0,1.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-07-19 21:00,DARK,17.0,1015.0,87.0,2.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-10-10 22:00,DARK,19.0,1019.0,42.0,2.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,0,",",2021-12-14 00:00,DARK,10.0,1024.0,82.0,2.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-11-03 03:00,DARK,7.0,1011.0,94.0,0.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-09-28 02:00,DARK,15.0,1022.0,93.0,0.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-07-21 23:00,DARK,17.0,1019.0,88.0,0.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-07-03 07:00,LIGHT,17.0,1019.0,92.0,0.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-12-16 02:00,DARK,11.0,1025.0,55.0,2.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101,",2021-04-21 05:00,DARK,10.0,1012.0,91.0,0.0,0.0,Sem Chuva,High
Guimaraes,UNDEFINED,361,"N101,N101,N101,N101,N101,",2021-10-23 20:00,DARK,14.0,1022.0,78.0,0.0,0.0,Sem Chuva,Low
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-09-30 21:00,DARK,17.0,1023.0,77.0,0.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,0,",",2021-01-18 10:00,LIGHT,11.0,1027.0,66.0,4.0,0.0,Sem Chuva,None
Guimaraes,MAJOR,2230,"N101,N105,N101,N101,N101,N105,N101,N101,N101",2021-10-12 08:00,LIGHT,16.0,1018.0,46.0,2.0,0.0,Sem Chuva,Very_High
Guimaraes,UNDEFINED,240,"N101,N101,N101,N101,N101",2021-09-17 11:00,LIGHT,21.0,1018.0,58.0,1.0,0.0,Sem Chuva,Low
Guimaraes,UNDEFINED,274,"N101,N101,N101,N101,N101,",2021-05-06 10:00,LIGHT,16.0,1020.0,82.0,1.0,0.0,Sem Chuva,Very_High
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-10-02 14:00,LIGHT,18.0,1015.0,92.0,0.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-12-28 09:00,LIGHT,13.0,1022.0,94.0,1.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101,",2021-06-05 04:00,DARK,11.0,1022.0,62.0,2.0,0.0,Sem Chuva,High
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101,",2021-06-17 22:00,DARK,15.0,1012.0,92.0,0.0,0.0,Sem Chuva,Medium
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-06-26 13:00,LIGHT,22.0,1016.0,62.0,0.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,111,"N101,N101,N101,N101,N101,",2021-04-28 14:00,LIGHT,15.0,1006.0,83.0,0.0,0.0,Sem Chuva,High
Guimaraes,MAJOR,1842,"N105,N101,N101,N105,N105,N105,N101,N101,N101,N101,",2021-05-05 19:00,LIGHT,18.0,1018.0,63.0,4.0,0.0,Sem Chuva,Very_High
Guimaraes,UNDEFINED,180,"N101,N101,N101,N101,N101,N101",2021-07-02 07:00,LIGHT,14.0,1018.0,92.0,0.0,0.0,Sem Chuva,High
Guimaraes,UNDEFINED,1140,"N101,N101,N101,N101,N101,N101,N101",2021-11-19 11:00,LIGHT,14.0,1022.0,61.0,1.0,0.0,Sem Chuva,Medium
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101,",2021-03-31 05:00,DARK,17.0,1014.0,45.0,3.0,0.0,Sem Chuva,Medium
Guimaraes,UNDEFINED,42,"N101,N101,N101,N105,N101,N101",2021-09-20 21:00,DARK,19.0,1022.0,59.0,3.0,0.0,Sem Chuva,Low
Guimaraes,UNDEFINED,223,"",2021-01-29 08:00,LIGHT,11.0,1022.0,92.0,1.0,0.0,Sem Chuva,High
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101,",2021-04-22 05:00,DARK,11.0,1010.0,91.0,1.0,0.0,Sem Chuva,High
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101,",2021-04-25 01:00,DARK,13.0,1010.0,91.0,1.0,0.0,Sem Chuva,High
Guimaraes,MAJOR,80,"",2021-12-24 21:00,DARK,11.0,1004.0,92.0,0.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,174,"N101,N101,N101,N101,N101",2021-11-30 11:00,LIGHT,11.0,1027.0,78.0,1.0,0.0,Sem Chuva,Medium
Guimaraes,MAJOR,1845,"N101,N101,N101,N101,N101,N101,N101,N101,N101",2021-10-16 12:00,LIGHT,18.0,1018.0,74.0,1.0,0.0,Sem Chuva,High
Guimaraes,MAJOR,356,"N101,N101,N101,N101,N101,N101,N101,N101",2021-11-10 20:00,DARK,13.0,1019.0,75.0,0.0,0.0,Sem Chuva,Medium
Guimaraes,MAJOR,2916,"N101,N101,N101,N105,N105,N105,N105,N101,N101,N105,N105,N105,N101,N101",2021-11-15 09:00,LIGHT,12.0,1021.0,66.0,0.0,0.0,Sem Chuva,Very_High
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-09-17 00:00,DARK,17.0,1019.0,89.0,0.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,0,",",2021-01-17 20:00,DARK,7.0,1028.0,87.0,1.0,0.0,Sem Chuva,Low
Guimaraes,UNDEFINED,0,"N101,N101,N101",2021-11-24 10:00,LIGHT,9.0,1017.0,68.0,1.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101,",2021-06-12 22:00,DARK,20.0,1019.0,81.0,2.0,0.0,Sem Chuva,High
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101,",2021-06-07 04:00,DARK,15.0,1020.0,84.0,0.0,0.0,Sem Chuva,High
Guimaraes,UNDEFINED,0,",",2021-01-23 08:00,LIGHT,9.0,1012.0,91.0,0.0,0.0,chuva moderada,None
Guimaraes,UNDEFINED,0,",",2021-03-20 19:00,DARK,13.0,1020.0,62.0,2.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,52,"",2021-03-02 13:00,LIGHT,13.0,1024.0,78.0,2.0,0.0,Sem Chuva,Low
Guimaraes,UNDEFINED,0,",",2021-02-03 11:00,LIGHT,13.0,1011.0,87.0,4.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,175,"N101,N101,N101,N101,N101,",2021-06-30 22:00,DARK,15.0,1019.0,87.0,0.0,0.0,Sem Chuva,High
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-12-11 00:00,DARK,9.0,1026.0,92.0,0.0,0.0,Sem Chuva,Low
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-11-20 05:00,DARK,13.0,1020.0,72.0,2.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-07-06 22:00,DARK,15.0,1019.0,86.0,0.0,0.0,Sem Chuva,None
Guimaraes,MAJOR,7094,"N101,N101,N105,N101,N101,N105,N101,N105,N101,N101,N105,N101,N101,N101,N101,N101,N105,R206,N101,N101,N105,N105,",2021-06-02 18:00,LIGHT,15.0,1016.0,88.0,2.0,0.0,Sem Chuva,Very_High
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-06-27 08:00,LIGHT,14.0,1016.0,92.0,1.0,0.0,Sem Chuva,None
Guimaraes,MAJOR,2559,"N101,N101,N101,N105,N101,N101,N101,N105,N101,N101,N101",2021-11-16 19:00,DARK,12.0,1020.0,69.0,1.0,0.0,Sem Chuva,Very_High
Guimaraes,UNDEFINED,0,",",2021-03-21 15:00,LIGHT,17.0,1022.0,36.0,1.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,0,",",2021-03-16 02:00,DARK,10.0,1013.0,73.0,3.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-11-15 23:00,DARK,12.0,1020.0,70.0,1.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,59,"N101,N101,N101,N101,N101,",2021-04-16 11:00,LIGHT,16.0,1016.0,38.0,0.0,0.0,Sem Chuva,Very_High
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101,",2021-06-16 20:00,LOW_LIGHT,18.0,1011.0,84.0,0.0,0.0,Sem Chuva,Medium
Guimaraes,MAJOR,267,"N105,N101,N101,N101,N101,N105,N101,N101",2021-07-16 20:00,LIGHT,32.0,1016.0,39.0,2.0,0.0,Sem Chuva,Low
Guimaraes,UNDEFINED,609,"N101,N101,N101,N101,N101",2021-11-12 10:00,LIGHT,13.0,1019.0,82.0,1.0,0.0,Sem Chuva,Medium
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-07-25 22:00,DARK,19.0,1015.0,90.0,1.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-11-14 08:00,LIGHT,9.0,1021.0,68.0,2.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,139,"",2021-12-27 13:00,LIGHT,15.0,1014.0,88.0,5.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,1234,"N101,N105,N101,N101,N101,N101,N101,N101,",2021-04-27 13:00,LIGHT,18.0,1007.0,77.0,3.0,0.0,Sem Chuva,High
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-06-28 01:00,DARK,12.0,1020.0,86.0,0.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-10-28 03:00,DARK,11.0,1018.0,64.0,1.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,38,"",2021-03-11 13:00,LIGHT,13.0,1026.0,82.0,1.0,0.0,Sem Chuva,Low
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101,",2021-03-29 16:00,LIGHT,18.0,1021.0,40.0,3.0,0.0,Sem Chuva,Medium
Guimaraes,UNDEFINED,0,",",2021-03-22 03:00,DARK,8.0,1021.0,87.0,1.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-11-21 05:00,DARK,12.0,1016.0,77.0,1.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,294,"N101,N101,N101,N101,N101,N101,N105",2021-05-03 12:00,LIGHT,19.0,1019.0,41.0,1.0,0.0,Sem Chuva,High
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101,",2021-03-23 13:00,LIGHT,18.0,1024.0,77.0,4.0,0.0,Sem Chuva,Medium
Guimaraes,UNDEFINED,0,"N101,N101",2021-11-28 10:00,LIGHT,6.0,1024.0,69.0,0.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,0,",",2021-03-10 05:00,DARK,5.0,1022.0,77.0,0.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,0,",",2021-03-02 10:00,LIGHT,11.0,1024.0,75.0,1.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-06-26 08:00,LIGHT,20.0,1015.0,63.0,1.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,46,"N101,N105,N101,N101,N101,N101,",2021-06-14 15:00,LIGHT,28.0,1018.0,53.0,1.0,0.0,Sem Chuva,Very_High
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-10-11 04:00,DARK,18.0,1018.0,56.0,2.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101,",2021-04-30 06:00,DARK,7.0,1010.0,91.0,1.0,0.0,Sem Chuva,High
Guimaraes,UNDEFINED,998,"N101,N101,",2021-01-18 17:00,DARK,10.0,1026.0,75.0,0.0,0.0,Sem Chuva,High
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101,",2021-05-08 00:00,DARK,13.0,1018.0,94.0,0.0,0.0,Sem Chuva,High
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-11-06 00:00,DARK,8.0,1027.0,77.0,2.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101,",2021-06-19 07:00,LIGHT,13.0,1016.0,92.0,0.0,0.0,Sem Chuva,Medium
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-09-13 04:00,DARK,18.0,1010.0,84.0,0.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-09-27 03:00,DARK,16.0,1022.0,91.0,1.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,112,"N101,N101,N101,N101,N101,N101,",2021-04-16 13:00,LIGHT,20.0,1016.0,37.0,2.0,0.0,Sem Chuva,Very_High
Guimaraes,UNDEFINED,0,",",2021-01-31 15:00,LIGHT,13.0,1015.0,93.0,3.0,0.0,Sem Chuva,Low
Guimaraes,MAJOR,1999,"N101,N101,N101,N105,N101,N101,N105,N101,N101,",2021-04-22 09:00,LIGHT,12.0,1012.0,91.0,1.0,0.0,Sem Chuva,Very_High
Guimaraes,UNDEFINED,0,",",2021-12-24 07:00,DARK,11.0,1009.0,89.0,2.0,0.0,Sem Chuva,None
Guimaraes,MAJOR,12477,"N101,N101,R206,R206,N105,N105,N105,N101,N101,N101,N101,N101,N105,N101,N101,N101,N310,R206,N101,IC5,N105,N101,N101,R206,N105,N101,N101,N101,IC5,N105",2021-11-26 18:00,DARK,9.0,1016.0,75.0,2.0,0.0,Sem Chuva,Very_High
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101,",2021-04-30 11:00,LIGHT,12.0,1012.0,67.0,4.0,0.0,Sem Chuva,Very_High
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-12-20 06:00,DARK,12.0,1017.0,79.0,2.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101,",2021-06-09 02:00,DARK,16.0,1021.0,80.0,1.0,0.0,Sem Chuva,High
Guimaraes,MAJOR,2907,"N101,N101,R206,N105,N101,N101,N105,N101,N101,N101,N101,N101,N101",2021-09-21 09:00,LIGHT,16.0,1024.0,55.0,2.0,0.0,Sem Chuva,Very_High
Guimaraes,MAJOR,1329,"N101,N101,N105,N105,N105,N101,N101,N101,N105,N101,N101,",2021-05-12 09:00,LIGHT,12.0,1019.0,88.0,6.0,0.0,Sem Chuva,Very_High
Guimaraes,UNDEFINED,152,"N101,N101,N101,N101,N101,N101",2021-07-15 22:00,DARK,25.0,1016.0,41.0,1.0,0.0,Sem Chuva,Low
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-09-19 00:00,DARK,15.0,1021.0,78.0,1.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,0,",",2021-01-30 19:00,DARK,10.0,1018.0,92.0,0.0,0.0,Sem Chuva,Low
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101,",2021-04-15 06:00,DARK,13.0,1012.0,67.0,4.0,0.0,Sem Chuva,High
Guimaraes,MAJOR,9302,"N101,N101,N105,N309,N101,N101,N105,N101,N101,N101,N101,N309,N105,N101,N101,N105,N105,N101,N101,N101,N101,N105,N101,N101,N101,N101,N105",2021-11-10 18:00,DARK,15.0,1018.0,70.0,0.0,0.0,Sem Chuva,Very_High
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-10-14 11:00,LIGHT,20.0,1021.0,42.0,1.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-07-08 10:00,LIGHT,20.0,1024.0,64.0,0.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-09-16 12:00,LIGHT,22.0,1019.0,73.0,0.0,0.0,Sem Chuva,None
Guimaraes,MAJOR,5025,"N101,N101,N101,N101,N101,N101,N101,N101,N105,N101,N101,N101,N101,N101,N105",2021-12-03 17:00,DARK,9.0,1026.0,93.0,1.0,0.0,Sem Chuva,Very_High
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-09-18 02:00,DARK,14.0,1018.0,90.0,0.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,923,"N101,N101,N105,N101,N101,N105,N101,N101,",2021-04-21 15:00,LIGHT,13.0,1010.0,89.0,1.0,0.0,chuva moderada,Very_High
Guimaraes,UNDEFINED,235,"N101,N101,N101,N101,N101,N105",2021-12-16 16:00,LIGHT,16.0,1022.0,41.0,1.0,0.0,Sem Chuva,Low
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101,",2021-04-04 18:00,LIGHT,20.0,1014.0,55.0,5.0,0.0,Sem Chuva,High
Guimaraes,UNDEFINED,0,",",2021-03-10 15:00,LIGHT,13.0,1025.0,77.0,3.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,33,"N101,N101,N101,N101,N101",2021-10-02 10:00,LIGHT,18.0,1017.0,92.0,1.0,0.0,Sem Chuva,Low
Guimaraes,UNDEFINED,185,"N101,N101,N101,N101,N101,N101,",2021-05-03 07:00,LIGHT,8.0,1019.0,93.0,1.0,0.0,Sem Chuva,High
Guimaraes,MAJOR,1098,"N105,N101,N101,N101,N101,N105,N101,N101",2021-11-24 14:00,LIGHT,12.0,1015.0,73.0,2.0,0.0,Sem Chuva,High
Guimaraes,UNDEFINED,1024,"N101,N101,N101,N101,N101,N101,N101,N101",2021-09-20 17:00,LIGHT,23.0,1021.0,46.0,0.0,0.0,Sem Chuva,Medium
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101,",2021-03-26 05:00,DARK,7.0,1013.0,82.0,2.0,0.0,Sem Chuva,Medium
Guimaraes,UNDEFINED,0,",",2021-01-25 02:00,DARK,12.0,1011.0,91.0,0.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-11-19 05:00,DARK,10.0,1023.0,71.0,2.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,0,"N101,N101,N101,N101,N101",2021-10-23 06:00,DARK,12.0,1022.0,77.0,2.0,0.0,Sem Chuva,None
Guimaraes,UNDEFINED,549,"N101,N101,N101,N101,N101,",2021-04-19 17:00,LIGHT,17.0,1018.0,67.0,3.0,0.0,Sem Chuva,High
Guimaraes,UNDEFINED,989,"N101,N101,N105,N105,N309,N101,N101,N101,N101,N101",2021-10-13 14:00,LIGHT,24.0,1019.0,26.0,2.0,0.0,Sem Chuva,Medium
